,timestamp,tweet_text,all_hashtags,retweet_count,tweet_created_at, username,followers_count,target
301,5/3/2021 13:49,Pandemic brings tourism to knees- The New Indian Express https://t.co/jy6vmoIWVx  $AMC $CZR $TSLA $NKLA $DKNG $PENN $AAL #DAX30 #CAC40 #AEX $CCIV  $SPY $MGM $GME $BYD $QQQ $NDX $VIX $CPA $ALK $FSR $NCLH $CCL $RCL,"['DAX30', 'CAC40', 'AEX']",1,5/3/2021 13:49,Marketupdater,2122,positive
302,5/3/2021 13:52,$CANB Can B Corp. Announces Full Year 2020 Results Company Website : https://t.co/nHNKFW7HmN @frontpagestocks  $penn $mara $aal $tsla $opti $spy $srne $coin $sunw $dkng $aapl $hexo $vxrt $acb  $fb $amc $gme  https://t.co/6dpS7lIRfK,[],1,5/3/2021 13:52,FPSwatchlist,1169,positive
304,5/3/2021 13:53,"$68K+ profits in the last 15 days,, If you really want to make huge profits on trading then check out;,,, https://t.co/Max7DqLyxR  $AMZN $AMC $GEVO $TSLA $SPY $AAPL $AMD  $AAL $QQQ https://t.co/BIC6V7h3wG",[],1,5/3/2021 13:53,NancyMo65029142,0,positive
305,5/3/2021 13:56,$DSCR Open Green ↗️ up on loading🐳... @jctb1  @AlexDelarge6553   $COIN $SPLV $SPHD $REVS $COMT $FTEG $DIRV $GTXO $LLLI $NVDA $AMC $GME $TSLA $NVAX $JJ $HD $MMM $BA $AAL $IBM $MSFT $AAPL $CVNA $ETSY $JNJ $DIS $BIO https://t.co/nV3HXLjqCf,[],6,5/3/2021 13:56,stockpickmover,1211,positive
306,5/3/2021 13:57,"India reports over 360,000 new COVID-19 cases - Xinhua | https://t.co/HEp7RPbr7s $AMC $DAL $UAL $CZR $TSLA $NKLA $DKNG $PENN $AAL #DAX30 #CAC40 #AEX $CCIV $JBLU $SPY $MGM $GME $BYD $QQQ $NDX $VIX $CPA $ALK $FSR $NCLH $CCL $RCL","['DAX30', 'CAC40', 'AEX']",0,5/3/2021 13:57,Marketupdater,2122,positive
312,5/3/2021 14:02,✅ #TENASSOCIATESLLC  ✅ $QNTA  ✅@MedolifeRx   ✅In preparation for mass production of its pharmaceutical and nutraceutical product lines.  https://t.co/iS7fdOtXQX  @StockAlert8 $AMC $DAL $UAL $CZR $TSLA  $DKNG $AAL #AEX $CCIV $TTCF $JBLU $SPY $MGM $GME https://t.co/Z0BVXeQqea,"['TENASSOCIATESLLC', 'AEX']",0,5/3/2021 14:02,stocks_future,23,positive
316,5/3/2021 14:05,LONG $PENN and $AAL,[],0,5/3/2021 14:05,kman3434,1166,positive
319,5/3/2021 14:08,@juhiesingh Aal the best,[],0,5/3/2021 14:08,Diamond85931469,0,neutral
322,5/3/2021 14:09,@wayoflife0620 @Positive_Call @DeeperThrill @The_SmartMoney @EgoDriv @PerfectGuide_ @strong_leaders @AAL_________ @tinrovic @MyBetaMod @iamhasscr Thanks you!,[],0,5/3/2021 14:09,DigitalWealth_,7740,neutral
326,5/3/2021 14:10,@IAmAaronWill @SalesNotepad @The_SmartMoney @MidnightUDog @Entrepreneurfo3 @vizovisek @CarvingThought @Risk2Earn @PhilosophyVK_ @WealthMail @AAL_________ Keep going mate 👊,[],0,5/3/2021 14:10,theinspiringco_,9309,positive
325,5/3/2021 14:10,@strong_leaders @Positive_Call @DeeperThrill @The_SmartMoney @EgoDriv @PerfectGuide_ @AAL_________ @tinrovic @MyBetaMod @iamhasscr @wayoflife0620 Cheers brother!,[],0,5/3/2021 14:10,DigitalWealth_,7740,neutral
328,5/3/2021 14:10,@WealthMail @SalesNotepad @IAmAaronWill @The_SmartMoney @MidnightUDog @Entrepreneurfo3 @vizovisek @CarvingThought @Risk2Earn @PhilosophyVK_ @AAL_________ 10k is loading man 👊,[],0,5/3/2021 14:10,theinspiringco_,9309,positive
330,5/3/2021 14:11,"""The prototype was developed in just nine months which, for comparison, is faster than the @USArmy's  development and rollout of standardized facemasks."" https://t.co/duSw6hQRyd",[],5,5/3/2021 14:11,aal_innovation,1643,positive
331,5/3/2021 14:11,@MidnightUDog @SalesNotepad @IAmAaronWill @The_SmartMoney @Entrepreneurfo3 @vizovisek @CarvingThought @Risk2Earn @PhilosophyVK_ @WealthMail @AAL_________ Keep giving us knowlege Andrew 👊,[],0,5/3/2021 14:11,theinspiringco_,9309,neutral
333,5/3/2021 14:14,I'm still in my $AAL and $WMT contracts   TW &amp; RH   BUY +10 $FB 330C 5/07 avg. 2.48,[],1,5/3/2021 14:14,DylanMoertodjo,284,positive
337,5/3/2021 14:17,✅ https://t.co/FdKTQdTQQT  ✅ @CLSHoldingsUSA $CLSH 🔥🔥  ✅Announces Amendments to Additional Convertible Debentures.  https://t.co/pxFiT3NGpA  @StockAlert8   $penn $mara $aal $tsla $opti $spy $srne $coin $sunw $dkng $aapl $hexo $vxrt $acb https://t.co/R8TZEXaxI5,[],2,5/3/2021 14:17,stocksman12,32,positive
338,5/3/2021 14:21,"@draw700 Let's get you all the details for testing types, and required documents. Take a look here: https://t.co/Ax6DgJrKKz.",[],0,5/3/2021 14:21,AmericanAir,1606457,neutral
339,5/3/2021 14:22,Helped me get my account green all time. Thanks  ❤️👏📈☝️ $SPY $ES $ADBE $AMZN $MSFT $AAL $ROKU $BABA $CRM $GOOGL $FB $INTU $MRVL $ATVI $TWTR $ORCL $LRCX $AMD $NVDA $TSLA $NDX $QQQ $AAPL $AMZN $NFLX $ROKU $BA $COST $MCD $WMT $FB $VIX $ES $DKNG $ADBE $TONJ https://t.co/NnoQrPFAy8,[],0,5/3/2021 14:22,stocktrader5550,555,positive
340,5/3/2021 14:23,Hawaii reports more than 100 new COVID-19 cases https://t.co/tsnnYDI9R9 $AMC $DAL $UAL $CZR $TSLA $NKLA $DKNG $PENN $AAL #DAX30 #CAC40 #AEX $CCIV $JBLU $SPY $MGM $GME $BYD $QQQ $NDX $VIX $CPA $ALK $FSR $NCLH $RCL $CCL,"['DAX30', 'CAC40', 'AEX']",0,5/3/2021 14:23,Marketupdater,2122,positive
343,5/3/2021 14:26,"$AMZN $AMC $GEVO $TSLA $SPY  $AAPL $AMD  $AAL $QQQ  $68K+ profits in the last 15 days,, If you really want to make huge profits on trading then check out;,,, https://t.co/FuTxlhAY6H https://t.co/4rgkJ05N0j",[],2,5/3/2021 14:26,JamieNe27695482,0,positive
347,5/3/2021 14:29,Now buying: $AAL at ~$21.48  Sell Targets: $21.68 - $21.75  Max Target Profit: $0.26/share (1.23%)  Stop Loss: $21.13  #stonks https://t.co/qoWCmRw51i,['stonks'],1,5/3/2021 14:29,r_scalp,3913,positive
349,5/3/2021 14:32,@SeekMastery @AAL_________ Very true. And hang out with people who tell you the uncomfortable truth.,[],1,5/3/2021 14:32,Tweetvertising_,252,neutral
351,5/3/2021 14:34,@mind_hustle @SalesNotepad @fuelgoodvibes @The_SmartMoney @MyBetaMod @chainbreakeer @MidnightUDog @wealthy_brain @wealth_director @rebeccabardess @AAL________ Wisdom @Oogway_Wisdom,[],0,5/3/2021 14:34,OmAnujShah,5,neutral
350,5/3/2021 14:34,Join the most profitable trading group   $GOOG $AAPL $SPY $AMZN $TDOC $TSLA $COST $BA $NFLX $NVDA $TWTR $ZM $BABA $FB $DOW $MSFT $QQQ $BB $SPY $AYRO $NKLA $SAVE $VRM $TRIL  $BBAR $STNG $GLUU $ZNGA $AAL $CACC $ESE $SPCE $FCEL $TRIP $BYND $MRNA https://t.co/THlvwQif6w,[],0,5/3/2021 14:34,Bigbang48184,38,positive
353,5/3/2021 14:35,"aal izz well.  -Rancho, 3 Idiots (2009)",[],0,5/3/2021 14:35,indahsasoe,583,neutral
360,5/3/2021 14:40,$penn $mara $aal $tsla $opti $spy $srne $coin $fsr $dkng $aapl $hexo $mvis $ocgn $msft $vxrt $amd $acb $fb $amc $pltr $sunw $cciv $nakd $nio $fubo $wkhs $snap $gme $sndl  WE ALERTED $BLNK at $6 RAN TO $30 (400% GAIN)  DAILY ALERTS  $15 ONE TIME FEE  BEAT THAT 👇👇 🚨LINK IN BIO🚨,[],0,5/3/2021 14:40,Right__Stocks,988,positive
362,5/3/2021 14:42,Most active stocks in today's pre-market trading  Apple $AAPL Ford $F American $AAL Twitter $TWTR Carnival $CCL $COTY Tesla $TSLA General Electric $GE $AMD Pfizer $PFE Norwegian $NCLH $BAC Moderna $MRNA Microsoft $MSFT Maxim $MXIM Amcor $AMCR Sarepta $SRPT Vertex $VRTX $OUT $NEWH,[],0,5/3/2021 14:42,Invest4aFuture,203,positive
368,5/3/2021 14:47,Active at the open - $OCGN $AHT $VXRT $NOK $NIO $PRPO $APL $RHE $GE $UXIN $AMD $DGLY $MRO $F $TWTR $T $MVIS $BAC $PLTR $BTX $VIAC $AMC $SSY $CTXR $PFE $SONN $ITUB $TSLA $CCL $MARA $AAL $BBD $CLOV $PLUG $SKLZ $XOM $TLRY $FCX $FB $GPS $INTC $X $PBR $GGB $SNAP $MRNA $RIOT $M $AIH https://t.co/3hdOyluykh,[],0,5/3/2021 14:47,TheBurdetteLawF,12092,positive
372,5/3/2021 14:54,"Boarding flight AA221 - 2 delays - 2 planes later, next day finally about to take off. #AmericanAirlines lets get these planes right please",['AmericanAirlines'],0,5/3/2021 14:54,Ouijacom,134,positive
375,5/3/2021 14:56,"✅ #TENASSOCIATESLLC  ✅ @PSWWinc  $PSWW 🔥🔥  ✅Principal Solar and Apollo LTMS Announce a Major Update to the HoloPort Immersive AR, VR Framework  https://t.co/GcIMHjAacm  @StockAlert8  $NVAX $MRNA $CGC $DKNG $AAL $SAVE $UAL $WORK $PLAY $DOCU $PD $GPS $MDB $ZM $GOOG $GE $BYND https://t.co/KqDtXbR5a7",['TENASSOCIATESLLC'],2,5/3/2021 14:56,stocksman12,32,positive
384,5/3/2021 15:00,"$AMZN $AMC $GEVO $TSLA $SPY  $AAPL $AMD  $AAL $QQQ  Starting with $7k,.. down to $5k,.. back up to $52K. Big thanks to this community; https://t.co/vkYos8OwmT https://t.co/F0i8Euf41E",[],0,5/3/2021 15:00,LoisNgu66399927,0,positive
381,5/3/2021 15:00,$penn $mara $aal $tsla $opti $spy $srne $coin $sunw  $dkng $aapl $hexo $ibio $vxrt $acb $fb $amc  $gme $fsr $cciv $msft $nio $snap $fubo $wkhs $sndl $pltr $ocgn $amd $nakd  WE ALERTED $MVIS at $10 RAN TO $25 (150% GAIN)  DAILY ALERTS  $15 ONE TIME!  BEAT THAT 👇👇 🚨LINK IN BIO🚨,[],0,5/3/2021 15:00,Right__Stocks,988,positive
386,5/3/2021 15:01,COOL https://t.co/vOfyn2wKjC,[],0,5/3/2021 15:01,BTShypeman_aal,243,neutral
397,5/3/2021 15:14,No airline worse than #AmericanAirlines,['AmericanAirlines'],0,5/3/2021 15:14,FreeJeff5,152,negative
398,5/3/2021 15:16,To post ARSD or to not ...:,[],0,5/3/2021 15:16,BTShypeman_aal,243,neutral
399,5/3/2021 15:19,Modification Honda Civic Type R FK2 #PS4share https://t.co/8aqPD4T124,['PS4share'],0,5/3/2021 15:19,aal_besar,346,neutral
400,5/3/2021 15:20,$penn $mara $aal $tsla $opti $spy $srne $coin $sunw $dkng $aapl $hexo $vxrt $acb $fb $amc $gme $fsr $cciv $msft $nio $snap $fubo $wkhs $sndl $mvis  $pltr $ocgn $amd $nakd  ALERTED $DPW at $1.6 RAN TO $5 (210% GAIN)    DAILY ALERTS  $15 ONE TIME FEE  BEAT THAT 👇👇 🚨LINK IN BIO🚨,[],0,5/3/2021 15:20,Right__Stocks,988,positive
401,5/3/2021 15:21,",,Most profitable trading community, It’s turned $15,000 into $1.2M in the last 5 months;, https://t.co/vlIyRqYltL  $ccl $bac $aih $mnmd $ge $aal $ebon $mvis $qqq https://t.co/sSpRBofy9s",[],0,5/3/2021 15:21,SissonsTahlia,0,positive
402,5/3/2021 15:21,Test,[],0,5/3/2021 15:21,aal_housani,709,neutral
405,5/3/2021 15:26,Join the most profitable trading group   $GOOG $AAPL $SPY $AMZN $TDOC $TSLA $COST $BA $NFLX $NVDA $TWTR $ZM $BABA $FB $DOW $MSFT $QQQ $BB $TSLA $AYRO $NKLA $SAVE $VRM $TRIL  $BBAR $STNG $GLUU $ZNGA $AAL $CACC $ESE $SPCE $FCEL $TRIP $BYND $MRNA $AMZN https://t.co/UiydH5t0DD,[],0,5/3/2021 15:26,Vijayraj11122,555,positive
406,5/3/2021 15:28,We find the 100% runners BEFORE the crowd! Chatroom:  $ACB $NVAX $MRNA $CGC $DKNG $AAL $SAVE $UAL $WORK $PLAY $DOCU $PD $GPS $MDB $ZM $GOOG $GE $BYND $SNAP $SPCE $NFLX $UBER $SHOP $TLRY $AAPL $BA $MSFT $AMZN $TWTR $FB $TSLA $GILD $AMD $GE $W $FREE $SHLL $COST https://t.co/ReTwq0y5fJ,[],0,5/3/2021 15:28,stocktrader5550,555,positive
407,5/3/2021 15:29,$xle $x $qs $t $hofv $itub $aal $iwm $ggb  Another winning alert based on our custom ThinkorSwim script. https://t.co/ADECBIU47g https://t.co/KUFVzF4LOP,[],0,5/3/2021 15:29,pihil9,0,positive
409,5/3/2021 15:30,#HomeSellers #ProfitMargins climb in almost 90% of metro areas!  Click here for our analysis: https://t.co/c4sEFIDa4H  #RealEstate #Homes #REIT #MondayMotivation #Yahoo $LGIH $LEN $GGB $AAL $CCL $TLRY $AMC $TSLA $PLUG $VIAC $MVIS $BAC $KMI $T $VZ $MS $TURN $AWK $TY $DHI $PHM $TOL,"['HomeSellers', 'ProfitMargins', 'RealEstate', 'Homes', 'REIT', 'MondayMotivation', 'Yahoo']",0,5/3/2021 15:30,derivedfromdata,283,positive
411,5/3/2021 15:33,$TGGI Quietly About To💥BLOW💥Wait For It!!  🤑🤑17Milly Left @.0014 $CAKE $NCLH $AAL $SPG $RCL $DRI $UA $BBBY $GME $AMC $PLAY $AAPL $DKNG $AMZN $NOK $F $GE $SKT $SEAS $GPRO $GE $M $ZNGA $GLUU $BYND $MSFT $SIRI $RUN $HTZ $CCL $SIX $SHAK $ACB $CRON $GRPN $FB $BAC $DIS $TSLA $SNAP https://t.co/b80P6uqMQj,[],0,5/3/2021 15:33,Jackmor98705125,195,positive
415,5/3/2021 15:41,aal izz well,[],0,5/3/2021 15:41,ljanea_,454,neutral
417,5/3/2021 15:49,"Aal Ayaal from Solo, a violin-ukulele short cover!!   @dulQuer #solo https://t.co/hJ9sUnDKas",['solo'],1,5/3/2021 15:49,raxrants,188,neutral
416,5/3/2021 15:49,"Nice Print for $AAL - Amount: $3,219,750.00 - to learn more, SIGNUP https://t.co/JWvlYbdLod or get a training https://t.co/0L4k6hWHAt!",[],1,5/3/2021 15:49,TradeWithAlerts,31200,positive
419,5/3/2021 15:50,"$aal $tsla $vale $slv $aht $pbr $hofv $mrk $wvvi  Largest trading chat-room!, I've made over $52K with them,... By their alert..  https://t.co/euKfSDbsFA https://t.co/nHewGQ2LvU",[],0,5/3/2021 15:50,labok110,0,positive
418,5/3/2021 15:50,✅ #TENASSOCIATESLLC  ✅ $QNTA  ✅@MedolifeRx  ✅QuantRx is an applied science company that harnesses quantum mechanics for biological sciences  https://t.co/lhGR0aomfh  @StockAlert8 $DAL $UAL $CZR $TSLA  $DKNG $AAL #AEX $CCIV $TTCF $JBLU $SPY $MGM $GME $BYD $QQQ $FSR #investors https://t.co/q3zk6kZDUP,"['TENASSOCIATESLLC', 'AEX', 'investors']",0,5/3/2021 15:50,stocksman12,32,positive
421,5/3/2021 15:55,- Model  - Bhot bade model..  - Fir aate hain... Clicked by Aal Edited by Baal Caption by Chaal Suggested by Maal  *Pic ke uppar likhne waale log*,[],0,5/3/2021 15:55,_Siddhesh_wagh,205,neutral
422,5/3/2021 15:56,"@SaraEisen I’d be mad too, if I sold AAL at the bottom 🤷🏻‍♂️",[],0,5/3/2021 15:56,PhantomSix_,6,positive
424,5/3/2021 16:00,$penn $mara $aal $tsla $opti $spy $srne $coin $sunw $dkng $aapl $hexo $mvis $twtr $fb $amc $gme $fsr $cciv $msft $nio $snap $fubo $wkhs $sndl  $pltr $ocgn $amd $nakd  WE ALERTED $NOVN at $.50 RAN TO $1.30 (160% GAIN)  DAILY ALERTS  $15 ONE TIME FEE  BEAT THAT 👇👇 🚨LINK IN BIO🚨,[],0,5/3/2021 16:00,Right__Stocks,988,positive
425,5/3/2021 16:02,Covid Surge Finally Dying? U.S. Reports Fewest New Cases In Almost 8 Months https://t.co/MfG6Hocoxv $AMC $DAL $UAL $CZR $TSLA $NKLA $DKNG $PENN $AAL #DAX30 #CAC40 #AEX $CCIV $JBLU $SPY $MGM $GME $BYD $QQQ $NDX $VIX $CPA $ALK $FSR $SAVE,"['DAX30', 'CAC40', 'AEX']",0,5/3/2021 16:02,Marketupdater,2122,positive
426,5/3/2021 16:05,@BTShypeman_aal YESSSSSS you're so pretty 🥺 https://t.co/CvFUHsrlQ8,[],0,5/3/2021 16:05,Beefteukie,60,positive
428,5/3/2021 16:15,Shares Magazine page 11 tips #AAL for big mining exposure. Dividend Yield forecast 5.5% for 2021 pretty juicy and exposed to Metals that are likely to suit Electrifying World. Has momentum.,['AAL'],0,5/3/2021 16:15,wheeliedealer,8883,positive
429,5/3/2021 16:20,$penn $mara $aal $tsla $opti $spy $srne  $coin $sunw  $dkng $aapl $hexo $ibio $vxrt $acb $fb $amc $gme $fsr $cciv $msft $nio $snap $fubo $wkhs $sndl $pltr $ocgn $amd $nakd  WE ALERTED $MVIS at $10 RAN TO $25 (150% GAIN)  DAILY ALERTS  $15 ONE TIME!  BEAT THAT 👇👇 🚨LINK IN BIO🚨,[],0,5/3/2021 16:20,Right__Stocks,988,positive
430,5/3/2021 16:22,"@tv2113 For the full details, click https://t.co/Ax6DgJrKKz. Enter the airport or country in the search and the dropdown for return. It's all there.",[],0,5/3/2021 16:22,AmericanAir,1606457,positive
431,5/3/2021 16:29,$AAL here- watch for a break of VWAP at 21.60- shorts will start to cover- already heavily shorted,[],1,5/3/2021 16:29,OnlyGreenTrades,564,positive
432,5/3/2021 16:30,Free Stock trading discord:    $GE $AAL $DIS $DAL $AAPL $MSFT $TSLA $SQ $NFLX $SPY $ROKU $SPCE $INO $UVXY $VXX $AMZN https://t.co/hgBh4qVG5G,[],0,5/3/2021 16:30,stocktrader5550,555,positive
435,5/3/2021 16:31,"Everyone, Come join an amazing group of traders   $EYEN $SAVE $GLD $NIO $AAL $CCL $OXY $JNUG $INO $FSR $LYFT $SLV $MESO $UBER $GLD $WORK $SPG $WKHS $STNG $GOLD $RCL $TSLA $NET $AAPL $NKLA $MGM $MCRB $WYNN $LCA $CGC $OMER $MELI $BTC.X $OXY $HCAC $INO $KODK https://t.co/CKgPNRwoch",[],2,5/3/2021 16:31,stocktrader5550,555,positive
436,5/3/2021 16:31,"Hi everyone, Make big profits with us   $STNG $GOLD $RCL $AAL $NET $AAPL $NKLA $MGM $MCRB $WYNN $LCA $CGC $OMER $MELI $BTC.X $OXY $HCAC $INO $KODK  $SLV $OMER $PENN $SOHU $OSTK $FENC $SPY $QQQ $AMZN $NVDA $BA $TSLA $BABA $AMD $AAPL $NFLX $TWTR $AAL $TSLA https://t.co/TQCruPLvnG",[],2,5/3/2021 16:31,stocktrader5550,555,positive
437,5/3/2021 16:32,Alerts given Trading Chat on Discord!👇  JOIN for FREE ✅  💸 $SPY $QQQ $AMZN $NVDA $BA $TSLA $BABA $AMD $AAPL $NFLX $TWTR $AAL $FB $USO $DAL $UBER $UGAZ $DIS $ROKU $CRON $DJIA $SPX $TLRY $SQ $MSFT $GLD $SRNE $SPCE $XOM $NIO $BYND $AMRN $UBER $BRKB $JWN $SPY https://t.co/sxq7OxQ0Qk,[],2,5/3/2021 16:32,stocktrader5550,555,positive
438,5/3/2021 16:36,Update+Alerts+watchlist  All are here in this discord group 📌    📕⏳🟡70k+members   $WYNN $HOME $KNDI $MOBL $CBAT $NOW $PYPL $FB $GLD $TDOC $AMD $QQQ $BLNK $INTC $NFLX $BABA $BTC.X $MU $MOMO $TSN $FEYS $CAKE $SPAQ $KODK $QCOM $DOW $GOOGL $DOW $TDOC $AAL $SPY https://t.co/0ImArNtcas,[],0,5/3/2021 16:36,Bigbang48184,38,positive
440,5/3/2021 16:38,@itsrami_ Aal Izz Well- Sonu Nigam  It really fits Ngl.,[],0,5/3/2021 16:38,RadarXIV,21,neutral
439,5/3/2021 16:38,@moonllate61 aal dom mana btw?,[],0,5/3/2021 16:38,nptriee,132,neutral
441,5/3/2021 16:39,@moonllate61 night too Aal💗,[],0,5/3/2021 16:39,markmeyoo,1517,neutral
442,5/3/2021 16:40,$penn $mara $aal $tsla $opti $spy $srne $coin $sunw $dkng $aapl $hexo $ibio $vxrt $acb $fb $amc $gme $fsr $cciv $msft $mvis $snap $fubo $wkhs $sndl  $pltr $ocgn $amd $nakd  ALERTED $NIO at $6.1 RAN TO $35 (480% GAIN)  DAILY ALERTS  $15 ONE TIME FEE  BEAT THAT 👇👇 🚨LINK IN BIO🚨,[],2,5/3/2021 16:40,Right__Stocks,988,positive
443,5/3/2021 16:42,@moonllate61 sleepwell aal &lt;3,[],0,5/3/2021 16:42,amkiyawo,558,neutral
446,5/3/2021 16:47,$LOTZ $7.5  🚀Auto markets: USED CARS DEMAND  ( $fsly $zm $u $pton $net $crwd $fsr $sklz $ge $bac $aal $f $ual $gm $rkt $m $nvda $aapl $nio $li $xpev $plug $msft $mvis $shop $pins $snap $pltr $tsla $sq $riot $mara $rmo $clov $nvax $coin $spce $amc $fb 👇  https://t.co/rZSsfJVLzk,[],3,5/3/2021 16:47,StockTradesUSA,746,positive
447,5/3/2021 16:47,@AzzamDarwich daroure ysir aal Ared deghre?:p,[],0,5/3/2021 16:47,nagham_rabihh,753,neutral
445,5/3/2021 16:47,✅ #TENASSOCIATESLLC  ✅ @PSWWinc  $PSWW 🔥🔥  ✅The platform will enhance training capabilities that support the internal integration of Principal Solar's subsidiaries and portfolio companies  https://t.co/SGGhkp2xDN  @StockAlert8 $AMC $DAL $UAL $CZR $TSLA  $DKNG $AAL #AEX $CCIV https://t.co/YwmjsbckPk,"['TENASSOCIATESLLC', 'AEX']",1,5/3/2021 16:47,stocks_trends,19,positive
448,5/3/2021 16:49,"New AAL programme joining @RRDNL , @tuvienna , @PharosKennis , @johanniter , and @KomSundDK in developing guidelines for development of digital tools for users with low digital literacy. So working to solve a chicken and egg-problem... join to see what's cooking.",[],0,5/3/2021 16:49,aalgot_it,19,neutral
449,5/3/2021 17:02,"4th row barbie after lonnng packed flight decided to block isle [ bending over her seat 2 organize her purse😳] preventing rows 16-37 from deplaning.🤬 2 [very] polite ""excuse mes"" ignored do you: A. Wait B. Hip check da bich and proceed Answer: B #AmericanAirlines",['AmericanAirlines'],0,5/3/2021 17:02,pamhorgen,221,neutral
450,5/3/2021 17:04,@LagangsterMark 🥺🥺 no YOURE so cute ily 😽,[],0,5/3/2021 17:04,BTShypeman_aal,243,neutral
451,5/3/2021 17:05,$BA slowly starting to turn imo. Building a nice base of support it looks like. Smaller accounts get ready with airlines. Should be watching $AAL $DAL if you have a smaller account,[],0,5/3/2021 17:05,BuckinghamWyatt,47,neutral
452,5/3/2021 17:08,"#Hotels remained the top-visited destination in 2021!  For other #VisitedDestinations, click here: https://t.co/KPEoMMgJ9X  #Q1 #Traffic #Vacation #Recovery #MondayMotivation $HLT $WH $MGM $MAR $H $CCL $NCLH $RCL $LIND $AAL $UAL $ALK $DAL $LUV $JBLU $SAVE $DRI $YUM $QSR $CMG $MCD https://t.co/u5l4SgeKIF","['Hotels', 'VisitedDestinations', 'Q1', 'Traffic', 'Vacation', 'Recovery', 'MondayMotivation']",0,5/3/2021 17:08,derivedfromdata,283,positive
454,5/3/2021 17:09,This is NOT a complaint 😎❗️ @AmericanAir - You genuinely have staff taking responsibility for issues &amp; trying to help understand the customer experience! #Thisiswhy I have a credit card with your brand. You guys are legit! 🙏🏽#supportAA #AA #AmericanAirlines #customerexperience https://t.co/WuiR0Z8505,"['Thisiswhy', 'supportAA', 'AA', 'AmericanAirlines', 'customerexperience']",2,5/3/2021 17:09,ASHLEYMLANDZ,487,positive
455,5/3/2021 17:10,"FLAGSHIP HARBOR ADVISORS LLC,has filed Form 13F for Q1 2021.Opened NEW positions in $AAL $ABNB $AGI $ALK $ANTM $BAM $BIDU $CFO $CHNG $CNCE  Try Insider Forms mobile app, get realtime notifications and more  https://t.co/t5CkFUZh7T",[],0,5/3/2021 17:10,InsiderForms,1646,positive
456,5/3/2021 17:11,#cannabis #marijuana #cannabiscommunity Global World Interfaith Harmony Prize Awarded by Royal Aal Al-Bayt Institute for Islamic Thought in Jordan – World News Report                    Logo of the World Interfaith Harmony Week initiative. https://t.co/ViWp2VzxPV https://t.co/o9cPIUBH1w,"['cannabis', 'marijuana', 'cannabiscommunity']",1,5/3/2021 17:11,MMPconnection,22341,neutral
458,5/3/2021 17:12,A system that lets you copy everything Vick does to pull in 30k a month?? Sign me up! I’ve known Tom for over 5 years make money online ClickHere:https://t.co/dTfDSM7mF5 #bookshelf #bookshelves #مقاطعه_المنتجات_الفرنسيه188 #americanairlines #2ndTasteOfButter https://t.co/t1tp1mfsFY,"['bookshelf', 'bookshelves', 'مقاطعه_المنتجات_الفرنسيه188', 'americanairlines', '2ndTasteOfButter']",0,5/3/2021 17:12,karim78382301,0,neutral
459,5/3/2021 17:14,Eyeing long on AAL https://t.co/Qz08GDRmg9,[],0,5/3/2021 17:14,1TimeOptions,368,positive
461,5/3/2021 17:16,In AAL 5/7 21.50 C .45 entry,[],0,5/3/2021 17:16,1TimeOptions,368,neutral
462,5/3/2021 17:20,$penn $mara $aal $tsla $opti $spy $srne $coin $sunw $dkng $aapl $hexo $mvis $twtr $fb $amc $gme $fsr $cciv $msft $nio $snap $fubo $wkhs  $sndl $pltr $ocgn $amd $nakd  WE ALERTED $NOVN at $.50 RAN TO $1.30 (160% GAIN)  DAILY ALERTS  $15 ONE TIME FEE  BEAT THAT 👇👇 🚨LINK IN BIO🚨,[],1,5/3/2021 17:20,Right__Stocks,988,positive
465,5/3/2021 17:21,"@AmericanAir AAdvantage Program recently reached a significant milestone of 40 years on Saturday, May 1.   The AA team at JAN surprised passengers aboard Flight 4051 with 400 AAdvantage miles! ✈💙  #FlyJAN #AmericanAirlines #aadvantage40th #JacksonMS https://t.co/3j8RhXJhtP","['FlyJAN', 'AmericanAirlines', 'aadvantage40th', 'JacksonMS']",0,5/3/2021 17:21,JacksonAirports,681,positive
464,5/3/2021 17:21,AAL levels 21.5 stop. Wanting end of day pop to push for 22. https://t.co/jdnx52lMVD,[],0,5/3/2021 17:21,1TimeOptions,368,positive
466,5/3/2021 17:25,"The business has moved from huge, unwieldy projects to making smaller, more targeted improvements quickly, learning from these and scaling out what works – moving on https://t.co/wAu54ozIyS from 2 releases a month to 40 in 3 weeks.  https://t.co/eJI431T98d #americanairlines",['americanairlines'],0,5/3/2021 17:25,barryoreilly,7560,positive
467,5/3/2021 17:26,Update+Alerts+watchlist  All are here in this discord group 📌    📕⏳🟡70k+members   $WYNN $HOME $KNDI $MOBL $CBAT $NOW $PYPL $FB $GLD $TDOC $AMD $QQQ $BLNK $INTC $NFLX $BABA $BTC.X $MU $MOMO $TSN $FEYS $CAKE $SPAQ $KODK $QCOM $DOW $GOOGL $DOW $TDOC $AAL $SPY https://t.co/mIipCSR3f2,[],0,5/3/2021 17:26,Vijayraj11122,555,positive
470,5/3/2021 17:30,"Good news from American Airlines, free 15 minute rebooking policy! https://t.co/BndwZp9vlF #americanair #rebooking #missedflight #americanairlines https://t.co/5lJBwPaCEx","['americanair', 'rebooking', 'missedflight', 'americanairlines']",0,5/3/2021 17:30,OnliTraveller,133,positive
